 ZONE T=PILART
                5.2500000                1.6382684                1.7342475
                5.2500000                1.6382684                1.7596281
                5.2500000                1.6382684                1.7850086
                5.2500000                1.6382684                1.8103892
                5.2500000                1.6382684                1.8357697
                5.2500000                1.6382684                1.8611503
                5.2500000                1.6382684                1.8865308
                5.2500000                1.6382684                1.9119113
                5.2500000                1.6382684                1.9372919
                5.2500000                1.6382684                1.9626724
                5.2500000                1.6382684                1.9880530
                5.2500000                1.6382684                2.0134335
                5.2500000                1.6382684                2.0388140
                5.2500000                1.6382684                2.0641946
                5.2500000                1.6382684                2.0895751
                5.2500000                1.6382684                2.1149557
                5.2500000                1.6382684                2.1403362
                5.2500000                1.6382684                2.1657168
                5.2500000                1.6382684                2.1910973
                5.2500000                1.6382684                2.2164778
                5.2500000                1.6382684                2.2418584
                5.2500000                1.6382684                2.2672389
                5.2500000                1.6382684                2.2926195
                5.2500000                1.3617316                1.7342475
                5.2500000                1.3617316                1.7596281
                5.2500000                1.3617316                1.7850086
                5.2500000                1.3617316                1.8103892
                5.2500000                1.3617316                1.8357697
                5.2500000                1.3617316                1.8611503
                5.2500000                1.3617316                1.8865308
                5.2500000                1.3617316                1.9119113
                5.2500000                1.3617316                1.9372919
                5.2500000                1.3617316                1.9626724
                5.2500000                1.3617316                1.9880530
                5.2500000                1.3617316                2.0134335
                5.2500000                1.3617316                2.0388140
                5.2500000                1.3617316                2.0641946
                5.2500000                1.3617316                2.0895751
                5.2500000                1.3617316                2.1149557
                5.2500000                1.3617316                2.1403362
                5.2500000                1.3617316                2.1657168
                5.2500000                1.3617316                2.1910973
                5.2500000                1.3617316                2.2164778
                5.2500000                1.3617316                2.2418584
                5.2500000                1.3617316                2.2672389
                5.2500000                1.3617316                2.2926195
                5.2500000                1.5882684                1.7466550
                5.2500000                1.5882684                1.7714961
                5.2500000                1.5882684                1.7963372
                5.2500000                1.5882684                1.8211783
                5.2500000                1.5882684                1.8460194
                5.2500000                1.5882684                1.8708605
                5.2500000                1.5882684                1.8957016
                5.2500000                1.5882684                1.9205426
                5.2500000                1.5882684                1.9453837
                5.2500000                1.5882684                1.9702248
                5.2500000                1.5882684                1.9950659
                5.2500000                1.5882684                2.0199070
                5.2500000                1.5882684                2.0447481
                5.2500000                1.5882684                2.0695892
                5.2500000                1.5882684                2.0944302
                5.2500000                1.5882684                2.1192713
                5.2500000                1.5882684                2.1441124
                5.2500000                1.5882684                2.1689535
                5.2500000                1.5882684                2.1937946
                5.2500000                1.5882684                2.2186357
                5.2500000                1.5882684                2.2434767
                5.2500000                1.5882684                2.2683178
                5.2500000                1.5882684                2.2931589
                5.2500000                1.4117316                1.7466550
                5.2500000                1.4117316                1.7714961
                5.2500000                1.4117316                1.7963372
                5.2500000                1.4117316                1.8211783
                5.2500000                1.4117316                1.8460194
                5.2500000                1.4117316                1.8708605
                5.2500000                1.4117316                1.8957016
                5.2500000                1.4117316                1.9205426
                5.2500000                1.4117316                1.9453837
                5.2500000                1.4117316                1.9702248
                5.2500000                1.4117316                1.9950659
                5.2500000                1.4117316                2.0199070
                5.2500000                1.4117316                2.0447481
                5.2500000                1.4117316                2.0695892
                5.2500000                1.4117316                2.0944302
                5.2500000                1.4117316                2.1192713
                5.2500000                1.4117316                2.1441124
                5.2500000                1.4117316                2.1689535
                5.2500000                1.4117316                2.1937946
                5.2500000                1.4117316                2.2186357
                5.2500000                1.4117316                2.2434767
                5.2500000                1.4117316                2.2683178
                5.2500000                1.4117316                2.2931589
                5.2500000                1.5382684                1.7534428
                5.2500000                1.5382684                1.7779888
                5.2500000                1.5382684                1.8025347
                5.2500000                1.5382684                1.8270807
                5.2500000                1.5382684                1.8516267
                5.2500000                1.5382684                1.8761726
                5.2500000                1.5382684                1.9007186
                5.2500000                1.5382684                1.9252645
                5.2500000                1.5382684                1.9498105
                5.2500000                1.5382684                1.9743565
                5.2500000                1.5382684                1.9989024
                5.2500000                1.5382684                2.0234484
                5.2500000                1.5382684                2.0479944
                5.2500000                1.5382684                2.0725403
                5.2500000                1.5382684                2.0970863
