   5.25000   1.63827
   5.25000   1.36173
   5.25000   1.58827
   5.25000   1.41173
   5.25000   1.53827
   5.25000   1.46173
   5.30000   1.68246
   5.30000   1.31754
   5.30000   1.63246
   5.30000   1.36754
   5.30000   1.58246
   5.30000   1.41754
   5.35000   1.70611
   5.35000   1.29389
   5.35000   1.65611
   5.35000   1.34389
   5.35000   1.60611
   5.35000   1.39389
   5.40000   1.71601
   5.40000   1.28399
   5.40000   1.66601
   5.40000   1.33399
   5.40000   1.61601
   5.40000   1.38399
   5.45000   1.71407
   5.45000   1.28593
   5.45000   1.66407
   5.45000   1.33593
   5.45000   1.61407
   5.45000   1.38593
   5.50000   1.70000
   5.50000   1.30000
   5.50000   1.65000
   5.50000   1.35000
   5.50000   1.60000
   5.50000   1.40000
   5.55000   1.70000
   5.55000   1.30000
   5.55000   1.65000
   5.55000   1.35000
   5.55000   1.60000
   5.55000   1.40000
   5.60000   1.70000
   5.60000   1.30000
   5.60000   1.65000
   5.60000   1.35000
   5.60000   1.60000
   5.60000   1.40000
   5.65000   1.70000
   5.65000   1.30000
   5.65000   1.65000
   5.65000   1.35000
   5.65000   1.60000
   5.65000   1.40000
   5.70000   1.70000
   5.70000   1.30000
   5.70000   1.65000
   5.70000   1.35000
   5.70000   1.60000
   5.70000   1.40000
   5.73700   1.70000
   5.73700   1.30000
   5.73700   1.67500
   5.73700   1.32500
   5.73700   1.65000
   5.73700   1.35000
   5.76200   1.70000
   5.76200   1.30000
   5.76200   1.67500
   5.76200   1.32500
   5.76200   1.65000
   5.76200   1.35000
   5.78700   1.70000
   5.78700   1.30000
   5.78700   1.67500
   5.78700   1.32500
   5.78700   1.65000
   5.78700   1.35000
   5.80000   1.70000
   5.80000   1.30000
   5.80000   1.67500
   5.80000   1.32500
   5.80000   1.65000
   5.80000   1.35000
   5.82500   1.68750
   5.82500   1.31250
   5.82500   1.66250
   5.82500   1.33750
   5.82500   1.63750
   5.82500   1.36250
   5.85000   1.67500
   5.85000   1.32500
   5.85000   1.65000
   5.85000   1.35000
   5.85000   1.62500
   5.85000   1.37500
   5.87500   1.66250
   5.87500   1.33750
   5.87500   1.63750
   5.87500   1.36250
   5.87500   1.61250
   5.87500   1.38750
   5.90000   1.65000
   5.90000   1.35000
   5.90000   1.62500
   5.90000   1.37500
   5.90000   1.60000
   5.90000   1.40000
   5.92500   1.63750
   5.92500   1.36250
   5.92500   1.61250
   5.92500   1.38750
   5.92500   1.58750
   5.92500   1.41250
   5.95000   1.62500
   5.95000   1.37500
   5.95000   1.60000
   5.95000   1.40000
   5.95000   1.57500
   5.95000   1.42500
   5.97500   1.61250
   5.97500   1.38750
   5.97500   1.58750
   5.97500   1.41250
   5.97500   1.56250
   5.97500   1.43750
   6.00000   1.60000
   6.00000   1.40000
   6.00000   1.57500
   6.00000   1.42500
   6.00000   1.55000
   6.00000   1.45000
   6.02500   1.58750
   6.02500   1.41250
   6.02500   1.56250
   6.02500   1.43750
   6.02500   1.53750
   6.02500   1.46250
   6.05000   1.57500
   6.05000   1.42500
   6.05000   1.55000
   6.05000   1.45000
   6.05000   1.52500
   6.05000   1.47500
   6.07500   1.56250
   6.07500   1.43750
   6.07500   1.53750
   6.07500   1.46250
   6.07500   1.50000
   6.10000   1.55000
   6.10000   1.45000
   6.10000   1.52500
   6.10000   1.47500
   6.12500   1.53750
   6.12500   1.46250
   6.12500   1.48750
   6.15000   1.52500
   6.15000   1.47500
   6.17500   1.50000
   6.20000   1.50000
